id,Name,titleProject_id,class,score,login,password
324,Люцарева Яна Аркадьевна,376,11б,2,Люцарева_ЯА,MrZKIDIa
325,Боготынина София Егоровна,63,11б,5,Боготынина_СЕ,hAoo13ng
326,Саюшкин Игорь Алексиевич,211,11х,5,Саюшкин_ИА,tJ5RHYST
327,Потешных Тамара Николаевна,468,11в,3,Потешных_ТН,ACbGDrtF
328,Незлина Жанна Василевна,426,8б,5,Незлина_ЖВ,KQtozCuE
329,Федичева Вероника Кирилловна,37,7х,4,Федичева_ВК,JTmIUTvE
330,Пустынкин Вадим Антонович,388,10в,5,Пустынкин_ВА,CPUIJxyD
331,Аринакова Ирина Михайловна,150,8в,5,Аринакова_ИМ,LStXvbpe
332,Обиралкова Мария Егоровна,294,11т,5,Обиралкова_МЕ,w4VfO54u
333,Аристарова Валентина Максимовна,443,11г,2,Аристарова_ВМ,KnIcIuyJ
334,Яуров Герасим Юрьевич,38,9а,5,Яуров_ГЮ,px8qsNza
335,Духонькин Вячеслав Фёдорович,2,9в,4,Духонькин_ВФ,DJ1w3b90
336,Гвасков Евгений Михаилович,402,9в,5,Гвасков_ЕМ,N8pjr7SU
337,Жабынина Галина Николаевна,185,7х,5,Жабынина_ГН,jMGe0JMI
338,Шерюкова Виолетта Романовна,440,9б,4,Шерюкова_ВР,r7kaiS8b
339,Колокатов Пётр Евгеньевич,484,10в,3,Колокатов_ПЕ,4BWOFuhY
340,Шайдуков Андрей Михаилович,317,9и,4,Шайдуков_АМ,amC7ptcQ
341,Смирнягина Дарья Игоревна,425,10в,4,Смирнягина_ДИ,IOwTMjoH
342,Штырева Ева Олеговна,258,11и,2,Штырева_ЕО,0x7VDYsN
343,Ашукин Вячеслав Михаилович,191,10т,4,Ашукин_ВМ,WdgLqgPa
344,Рубченкова Галина Алексеевна,190,9в,3,Рубченкова_ГА,pblOiZyr
345,Зархин Иван Алексиевич,478,11и,5,Зархин_ИА,n6YdtqUv
346,Адиотов Дмитрий Павлович,156,7б,3,Адиотов_ДП,wKGGwvHj
347,Тищенкова Раиса Валерьевна,79,7д,3,Тищенкова_РВ,ipyeBt0i
348,Лозеев Илья Петрович,205,10д,2,Лозеев_ИП,Vbrh3Y7o
349,Кобяшов Герасим Михаилович,305,11т,2,Кобяшов_ГМ,M0LObsuM
350,Ронова Клавдия Валерьевна,107,7и,4,Ронова_КВ,XeA2rQNW
351,Стрижнов Алексей Евгеньевич,385,11г,3,Стрижнов_АЕ,f48EYbIu
352,Волынский Алексей Виталиевич,362,11т,5,Волынский_АВ,25Q1bxn9
353,Машонский Василий Данилович,23,9д,5,Машонский_ВД,waRSfqZz
354,Буриева Зинаида Аркадьевна,104,11д,4,Буриева_ЗА,9mZlE5fG
355,Борщина Алёна Ивановна,377,11а,5,Борщина_АИ,xzn7slCE
356,Белчков Олег Иванович,275,10а,4,Белчков_ОИ,919EZ3tW
357,Остропиков Альберт Данилович,157,8г,2,Остропиков_АД,VtGV37M0
358,Оргонова Любовь Максимовна,264,7б,4,Оргонова_ЛМ,oMRhAalu
359,Мальков Юрий Евгеньевич,228,7г,3,Мальков_ЮЕ,5jKbaJoC
360,Свльхова Наталья Вадимовна,160,9т,5,Свльхова_НВ,o2mRpaG4
361,Мякушков Герасим Леонидович,102,10т,3,Мякушков_ГЛ,UtYOiOM4
362,Межуев Георгий Юриевич,355,8г,4,Межуев_ГЮ,KIRp1PVj
363,Чериншев Александр Сергеевич,439,8а,2,Чериншев_АС,E5YJhVAt
364,Муниров Алексей Андреевич,117,11г,3,Муниров_АА,ZkSuPzRr
365,Климухин Руслан Романович,269,10в,3,Климухин_РР,rVeNGO8s
366,Дембская Екатерина Никитична,64,11б,4,Дембская_ЕН,bb2MYTBq
367,Тюнеев Яков Фёдорович,417,10т,2,Тюнеев_ЯФ,TlCjJfn1
368,Трушитин Антон Данилович,168,9х,3,Трушитин_АД,mG8YVWf3
369,Балакишиев Роман Алексиевич,143,11х,5,Балакишиев_РА,NTqu5ToC
370,Немтюрева Валерия Аркадьевна,12,10г,4,Немтюрева_ВА,J9m41eIw
371,Складанова Клавдия Аркадьевна,257,9а,3,Складанова_КА,liey9OAS
372,Заходина Полина Леонидовна,93,10д,4,Заходина_ПЛ,Jds4G56d
373,Муринов Анатолий Борисович,171,11б,5,Муринов_АБ,Vlf3pZDh
374,Гришалова Любовь Евгеньевна,301,8т,3,Гришалова_ЛЕ,gzkinaSu
375,Ситчихин Станислав Георгиевич,247,8т,5,Ситчихин_СГ,UiVjbSjD
376,Просяных Георгий Василиевич,366,9в,2,Просяных_ГВ,qhinYwYD
377,Дзабиев Григорий Георгиевич,259,11д,5,Дзабиев_ГГ,GKq6Ijli
378,Рыбаулин Григорий Алексеевич,140,11а,5,Рыбаулин_ГА,Rleraf0P
379,Тупиева Екатерина Ивановна,400,7д,2,Тупиева_ЕИ,bjcIJgau
380,Куверчева Алена Ивановна,170,10д,3,Куверчева_АИ,s3CAIE2O
381,Цаблинова Виктория Богдановна,342,9г,4,Цаблинова_ВБ,ljuV9LoI
382,Синенков Григорий Леонидович,230,9в,5,Синенков_ГЛ,Evip70rB
383,Лизункин Артур Олегович,4,11в,5,Лизункин_АО,445imRi1
384,Славущева Александра Эдуардовна,81,8а,5,Славущева_АЭ,9kEGxd2y
385,Шахвердов Дмитрий Антонович,132,11б,2,Шахвердов_ДА,BgDfhy3y
386,Рапацкая Ольга Ивановна,223,10г,3,Рапацкая_ОИ,FCjjoNx6
387,Сторокожев Виталий Аркадиевич,159,9б,2,Сторокожев_ВА,xtUVjpHF
388,Половодов Кирилл Николаевич,18,8т,5,Половодов_КН,PEQQL4d5
389,Халтанова Алена Дмитриевна,49,8б,3,Халтанова_АД,ijDZyGHO
390,Заложнев Роман Фёдорович,448,8в,4,Заложнев_РФ,a9fmHjXo
391,Рыжих Кристина Аркадьевна,213,7а,4,Рыжих_КА,dtSVNspZ
392,Буров Руслан Игоревич,405,11и,5,Буров_РИ,PpHQcSsP
393,Гачков Виталий Евгеньевич,277,9т,4,Гачков_ВЕ,2MJWBZx7
394,Кадилов Геннадий Борисович,225,10в,3,Кадилов_ГБ,GQjq0ldO
395,Гликина Алёна Эдуардовна,454,9б,3,Гликина_АЭ,03jeJAY0
396,Ичкинина Любовь Андреевна,299,8г,5,Ичкинина_ЛА,lozE3WLY
397,Мозшорина Кира Дмитриевна,65,8б,3,Мозшорина_КД,LhDs7n2O
398,Брижеватов Константин Борисович,152,11т,2,Брижеватов_КБ,X1iEuKnl
399,Бучеров Тарас Викторович,429,10д,4,Бучеров_ТВ,fWXUAEn7
400,Мисютина Валерия Эдуардовна,368,9г,2,Мисютина_ВЭ,yoLgoh8Q
401,Льянов Федор Вадимович,328,8а,4,Льянов_ФВ,MiJDQIBN
402,Щуркин Георгий Яковлевич,180,8в,4,Щуркин_ГЯ,EzMP785f
403,Акулин Федор Адамович,241,10г,4,Акулин_ФА,Qr93Q0ra
404,Волженкова Екатерина Ивановна,233,9д,4,Волженкова_ЕИ,nJqF2rEq
405,Махометова София Викторовна,424,8и,3,Махометова_СВ,JwFJCUUN
406,Зызлов Геннадий Антонович,274,7в,3,Зызлов_ГА,c95akZxD
407,Девляшова Кира Олеговна,51,11д,5,Девляшова_КО,GeHfNdWL
408,Яковкина Алена Никитична,320,9т,5,Яковкина_АН,fol8zDXK
409,Бузулев Вадим Николаевич,331,10д,3,Бузулев_ВН,yL7bzTgl
410,Ганельский Юрий Юриевич,474,9д,3,Ганельский_ЮЮ,dW16IeiG
411,Шкапрова Ева Ивановна,371,7б,5,Шкапрова_ЕИ,DkzkJFdO
412,Чичирин Владимир Георгиевич,11,10а,4,Чичирин_ВГ,RAFwpzTp
413,Шилова Надежда Викторовна,124,9б,2,Шилова_НВ,QlwlZf5U
414,Коваев Руслан Михаилович,487,9т,3,Коваев_РМ,CuBwzv7z
415,Саверина Надежда Андреевна,407,11б,4,Саверина_НА,O8pkdkk2
416,Тишанкин Олег Адамович,334,9д,3,Тишанкин_ОА,YzPp0L4t
417,Широпаев Валерий Сергеевич,406,9б,2,Широпаев_ВС,FkvMp2VB
418,Щепанин Олег Адамович,226,7а,3,Щепанин_ОА,xSDJ8Ugk
419,Оплетин Владислав Аркадиевич,361,10х,4,Оплетин_ВА,iDFF0KV8
420,Оденова Карина Андреевна,409,8и,4,Оденова_КА,tnzi18jn
421,Семагин Альберт Андреевич,456,10х,4,Семагин_АА,9ll3KqnE
422,Черданцева Анастасия Олеговна,128,8х,3,Черданцева_АО,k5dV0nVm
423,Лонцова Елизавета Эдуардовна,224,7х,3,Лонцова_ЕЭ,rCkqCZWb
424,Сарсекеева Алёна Никитична,462,11и,4,Сарсекеева_АН,xkUqYbVJ
425,Аковецкий Антон Евгеньевич,500,8б,4,Аковецкий_АЕ,wG5aL3Q5
426,Аратский Станислав Борисович,351,9и,2,Аратский_СБ,CAI05xha
427,Чужриков Пётр Денисович,200,9в,3,Чужриков_ПД,tu1Ok6JD
428,Никитшин Алексей Кириллович,111,11и,3,Никитшин_АК,YQGMkq88
429,Симендяев Василий Алексиевич,45,8д,4,Симендяев_ВА,FKh2lcUh
430,Ошитков Максим Сергеевич,151,10г,4,Ошитков_МС,TLngYyJF
431,Юрасов Евгений Романович,338,9и,3,Юрасов_ЕР,77sJqoRf
432,Головяшин Павел Юриевич,179,7г,5,Головяшин_ПЮ,2tyrRC1h
433,Манжурина Екатерина Сергеевна,219,7т,3,Манжурина_ЕС,dNmf6H9D
434,Никурашин Олег Евгеньевич,291,11х,2,Никурашин_ОЕ,Sev6lYVD
435,Бехтерев Федор Вадимович,137,9х,3,Бехтерев_ФВ,vy2n2nAW
436,Годлевская Катерина Дмитриевна,403,11г,3,Годлевская_КД,1VapL48l
437,Акиярова Алина Эдуардовна,9,11а,4,Акиярова_АЭ,9LF4AQ02
438,Милина Алена Петровна,359,8г,3,Милина_АП,WtvMsSQg
439,Воловин Борис Викторович,350,7т,2,Воловин_БВ,SfLpfRWv
440,Туморина Ксения Федоровна,133,8б,5,Туморина_КФ,GLbJouFS
441,Желейков Вячеслав Яковлевич,199,8г,3,Желейков_ВЯ,2AZlGaIW
442,Шишорнина Екатерина Алексеевна,183,8т,3,Шишорнина_ЕА,rtmIVfc5
443,Юумогулова Виолетта Игоревна,311,10х,3,Юумогулова_ВИ,Suvf1CTe
444,Рецков Денис Денисович,85,10д,2,Рецков_ДД,FnP8dwcT
445,Химунина Елизавета Ивановна,392,7д,2,Химунина_ЕИ,AaM8ZiqD
446,Кобрянов Александр Алексиевич,455,7т,2,Кобрянов_АА,uQlmABPU
447,Бирылов Тарас Данилович,243,11а,3,Бирылов_ТД,3aY7AFKg
448,Туфатулин Ярослав Леонидович,485,8х,4,Туфатулин_ЯЛ,27dYVlMD
449,Долбишев Николай Аркадиевич,292,10б,5,Долбишев_НА,xlohpXlS
450,Махтумова Алёна Эдуардовна,186,10б,4,Махтумова_АЭ,HOishqNE
451,Нарзаркин Алексей Романович,423,10т,2,Нарзаркин_АР,NR2V7pni
452,Куранина Алена Леонидовна,196,9б,4,Куранина_АЛ,xjniJxa2
453,Ситюков Аркадий Евгеньевич,32,10в,3,Ситюков_АЕ,fMcGeROK
454,Мизюрова Алиса Никитична,176,7г,4,Мизюрова_АН,vE2XLdmL
455,Пандурова Алиса Дмитриевна,130,9б,2,Пандурова_АД,tKugxs4Y
456,Жилейкин Борис Тимофеевич,91,7в,2,Жилейкин_БТ,ketM209F
457,Корпункова Виолетта Сергеевна,83,11а,3,Корпункова_ВС,2SW8ge4H
458,Пашохонова Анастасия Федоровна,467,9в,4,Пашохонова_АФ,sxlcGkay
459,Сузальцева Тамара Михайловна,357,8х,4,Сузальцева_ТМ,ymKIL6eR
460,Чиличкина Светлана Яковлевна,5,8в,5,Чиличкина_СЯ,rWUk1z9x
461,Шантыкова Карина Максимовна,198,10д,3,Шантыкова_КМ,dgriuaiW
462,Недосекин Владислав Яковлевич,457,10а,4,Недосекин_ВЯ,IaxCg50P
463,Максимкин Федор Фёдорович,172,10г,2,Максимкин_ФФ,b1aEjS4h
464,Матбиюшина Виктория Игоревна,237,8д,2,Матбиюшина_ВИ,GMRHbG2c
465,Шишкунов Герасим Юрьевич,110,8т,4,Шишкунов_ГЮ,4Op78kfe
466,Сухинин Георгий Алексиевич,475,10х,4,Сухинин_ГА,gkZy91D8
467,Бисеева Полина Романовна,48,7д,5,Бисеева_ПР,h44kaVIj
468,Жукулов Михаил Денисович,60,11г,3,Жукулов_МД,oti1Fy2I
469,Тоняев Герасим Петрович,378,9т,5,Тоняев_ГП,9HOqazhz
470,Шушенкова Алёна Олеговна,36,7и,2,Шушенкова_АО,P4TDowwo
471,Разроев Дмитрий Павлович,59,9а,2,Разроев_ДП,4syHY5S0
472,Баззаев Анатолий Данилович,339,9д,2,Баззаев_АД,Lr4oUSNg
473,Цекова Алла Олеговна,50,8д,2,Цекова_АО,9Z1ocdsY
474,Аборонова Алиса Алексеевна,444,7г,5,Аборонова_АА,KySaTzc7
475,Ягловская Ева Олеговна,181,8в,4,Ягловская_ЕО,Xor1rAm8
476,Шароварова Яна Романовна,175,8а,4,Шароварова_ЯР,K6NwikcH
477,Общев Яков Викторович,466,8а,4,Общев_ЯВ,lwIYDU8g
478,Ойзерская Катерина Эдуардовна,120,7х,2,Ойзерская_КЭ,cWt8Kr4C
479,Прусский Ярослав Иванович,479,11б,2,Прусский_ЯИ,3dZP0xEb
480,Лабинов Павел Алексеевич,272,7б,5,Лабинов_ПА,LBGBZIuY
481,Покровов Эдуард Павлович,312,8б,2,Покровов_ЭП,Sg7r7fQv
482,Мачехин Эдуард Данилович,19,7д,3,Мачехин_ЭД,JfJKGQMC
483,Кодорская Раиса Ивановна,27,11б,3,Кодорская_РИ,FZGHzSLU
484,Кондраева Марина Ивановна,469,9д,3,Кондраева_МИ,mK0iKQV3
485,Бульенков Валентин Иванович,136,10т,4,Бульенков_ВИ,vK235g4X
486,Тагакова Вероника Яковлевна,393,8т,4,Тагакова_ВЯ,hTdAcYTN
487,Гершанова Любовь Евгеньевна,383,11т,5,Гершанова_ЛЕ,evqWF8Ve
488,Салина Алена Егоровна,73,11в,5,Салина_АЕ,U7PMOqRb
489,Фрумова Зинаида Аркадьевна,78,8а,4,Фрумова_ЗА,RDgX3aFe
490,Хорняков Борис Борисович,13,8г,2,Хорняков_ББ,lyaX0E79
491,Гдагазина Лиза Василевна,212,9т,5,Гдагазина_ЛВ,RojXyXCB
492,Агаршев Ярослав Михаилович,276,9т,2,Агаршев_ЯМ,yMqwpQvo
493,Корюшин Пётр Антонович,326,8х,2,Корюшин_ПА,uzW05Tdm
494,Калаев Пётр Алексиевич,68,8а,3,Калаев_ПА,GBZuL0IY
495,Ккаталкина Виолетта Егоровна,53,7б,2,Ккаталкина_ВЕ,EFX3pnB0
496,Рачнов Герасим Алексеевич,103,10а,5,Рачнов_ГА,J64P27kV
497,Миндубаева Людмила Леонидовна,477,11и,2,Миндубаева_ЛЛ,YUaj5KL9
498,Агафьева Вера Ивановна,352,11х,3,Агафьева_ВИ,ZjAYJIDM
499,Житин Эдуард Адамович,481,9а,5,Житин_ЭА,ESqcC67u
